"id";"lastPage";"date";"echelleCroissante";"interet";"croyance_groupe";"HI";"VI";"HC";"VC";"selfEsteem";"age";"genre";"nationalite";"commentaire";"f(t)";"at";"numFeedback";"chgmtEval";"absChgmtEval";"chgmtFeedback";"signeChgmtFeedback";"signeF1";"signeF2";"signeF3";"signeF4";"a4ma0";"a2-a0";"feedbackPartielIndiv";"feedbackPartielCouple";"badSignChgmtIndiv";"badSignChgmtCouple";"atm1";"feedbacksEquilibres";"chgmtEvalSupFeedbackIndiv";"chgmtEvalSupFeedbackCouple";"ancrage";"ancrageHaut";"a0";"schwartz-universalism";"schwartz-Benevolence";"schwartz-Tradition";"schwartz-Conformity";"schwartz-Security";"schwartz-Power";"schwartz-Achievement";"schwartz-Hedonism";"schwartz-Stimulation";"schwartz-SelfDirection";"ecartAncrage";"schwartz-Conformity-pure";"schwartz-Security-pure";"meana";"atm1Div100";"absChgmtEvalRel";"interviewtime"
432;43;"26/02/2021 16:48";0;8;6;NA;NA;NA;NA;3.7;39;"Un homme";"France";"#N/A";91;86;0;0;0;0;"#N/A";"negatif";"negatif";"positif";"negatif";5;-5;0;0;0;0;-1;0;0;0;91;1;86;0.476191;0.309524;0.809524;-0.190476;-1.19048;-0.190476;0.309524;0.309524;-0.190476;-0.690476;-5;3;2;0.87;-0.01;NA;828.31
432;43;"26/02/2021 16:48";0;8;6;NA;NA;NA;NA;3.7;39;"Un homme";"France";"#N/A";72;85;1;-1;1;-14;"negatif";"negatif";"negatif";"positif";"negatif";5;-5;0;0;0;0;86;0;0;0;91;1;86;0.476191;0.309524;0.809524;-0.190476;-1.19048;-0.190476;0.309524;0.309524;-0.190476;-0.690476;-5;3;2;0.87;0.86;0.0714285714285714;828.31
432;43;"26/02/2021 16:48";0;8;6;NA;NA;NA;NA;3.7;39;"Un homme";"France";"#N/A";72;81;2;-4;4;-13;"negatif";"negatif";"negatif";"positif";"negatif";5;-5;0;0;0;0;85;0;0;0;91;1;86;0.476191;0.309524;0.809524;-0.190476;-1.19048;-0.190476;0.309524;0.309524;-0.190476;-0.690476;-5;3;2;0.87;0.85;0.307692307692308;828.31
432;43;"26/02/2021 16:48";0;8;6;NA;NA;NA;NA;3.7;39;"Un homme";"France";"#N/A";94;91;3;10;10;13;"positif";"negatif";"negatif";"positif";"negatif";5;-5;0;0;0;0;81;0;0;0;91;1;86;0.476191;0.309524;0.809524;-0.190476;-1.19048;-0.190476;0.309524;0.309524;-0.190476;-0.690476;-5;3;2;0.87;0.81;0.769230769230769;828.31
432;43;"26/02/2021 16:48";0;8;6;NA;NA;NA;NA;3.7;39;"Un homme";"France";"#N/A";77;91;4;0;0;-14;"negatif";"negatif";"negatif";"positif";"negatif";5;-5;0;0;0;0;91;0;0;0;91;1;86;0.476191;0.309524;0.809524;-0.190476;-1.19048;-0.190476;0.309524;0.309524;-0.190476;-0.690476;-5;3;2;0.87;0.91;0;828.31
433;43;"26/02/2021 21:23";1;6;5;NA;NA;NA;NA;1.9;19;"Une femme";"France";"#N/A";14;22;0;0;0;0;"#N/A";"positif";"positif";"negatif";"negatif";2;19;0;0;0;0;-1;1;0;0;14;0;22;0.133333;0.8;0.3;-0.2;-0.2;-1.2;-0.2;0.3;-0.7;0.8;8;2;2;0.3175;-0.01;NA;795.95
433;43;"26/02/2021 21:23";1;6;5;NA;NA;NA;NA;1.9;19;"Une femme";"France";"#N/A";35;30;1;8;8;13;"positif";"positif";"positif";"negatif";"negatif";2;19;0;0;0;0;22;1;0;0;14;0;22;0.133333;0.8;0.3;-0.2;-0.2;-1.2;-0.2;0.3;-0.7;0.8;8;2;2;0.3175;0.22;0.615384615384615;795.95
433;43;"26/02/2021 21:23";1;6;5;NA;NA;NA;NA;1.9;19;"Une femme";"France";"#N/A";44;41;2;11;11;14;"positif";"positif";"positif";"negatif";"negatif";2;19;0;0;0;0;30;1;0;0;14;0;22;0.133333;0.8;0.3;-0.2;-0.2;-1.2;-0.2;0.3;-0.7;0.8;8;2;2;0.3175;0.3;0.785714285714286;795.95
433;43;"26/02/2021 21:23";1;6;5;NA;NA;NA;NA;1.9;19;"Une femme";"France";"#N/A";28;32;3;-9;9;-13;"negatif";"positif";"positif";"negatif";"negatif";2;19;0;0;0;0;41;1;0;0;14;0;22;0.133333;0.8;0.3;-0.2;-0.2;-1.2;-0.2;0.3;-0.7;0.8;8;2;2;0.3175;0.41;0.692307692307692;795.95
433;43;"26/02/2021 21:23";1;6;5;NA;NA;NA;NA;1.9;19;"Une femme";"France";"#N/A";18;24;4;-8;8;-14;"negatif";"positif";"positif";"negatif";"negatif";2;19;0;0;0;0;32;1;0;0;14;0;22;0.133333;0.8;0.3;-0.2;-0.2;-1.2;-0.2;0.3;-0.7;0.8;8;2;2;0.3175;0.32;0.571428571428571;795.95
434;43;"26/02/2021 21:29";0;10;6;NA;NA;NA;NA;3.3;54;"Un homme";"France";"#N/A";19;36;0;0;0;0;"#N/A";"positif";"negatif";"positif";"negatif";-4;-5;0;0;0;0;-1;1;0;0;19;0;36;0.333333;0.333333;0.333333;0.833333;0.333333;-0.666667;0.333333;0.333333;-0.666667;-1.66667;17;3.5;3;0.37;-0.01;NA;674.04
434;43;"26/02/2021 21:29";0;10;6;NA;NA;NA;NA;3.3;54;"Un homme";"France";"#N/A";50;41;1;5;5;14;"positif";"positif";"negatif";"positif";"negatif";-4;-5;0;0;0;0;36;1;0;0;19;0;36;0.333333;0.333333;0.333333;0.833333;0.333333;-0.666667;0.333333;0.333333;-0.666667;-1.66667;17;3.5;3;0.37;0.36;0.357142857142857;674.04
434;43;"26/02/2021 21:29";0;10;6;NA;NA;NA;NA;3.3;54;"Un homme";"France";"#N/A";28;31;2;-10;10;-13;"negatif";"positif";"negatif";"positif";"negatif";-4;-5;0;0;0;0;41;1;0;0;19;0;36;0.333333;0.333333;0.333333;0.833333;0.333333;-0.666667;0.333333;0.333333;-0.666667;-1.66667;17;3.5;3;0.37;0.41;0.769230769230769;674.04
434;43;"26/02/2021 21:29";0;10;6;NA;NA;NA;NA;3.3;54;"Un homme";"France";"#N/A";44;44;3;13;13;13;"positif";"positif";"negatif";"positif";"negatif";-4;-5;0;0;0;0;31;1;0;0;19;0;36;0.333333;0.333333;0.333333;0.833333;0.333333;-0.666667;0.333333;0.333333;-0.666667;-1.66667;17;3.5;3;0.37;0.31;1;674.04
434;43;"26/02/2021 21:29";0;10;6;NA;NA;NA;NA;3.3;54;"Un homme";"France";"#N/A";30;32;4;-12;12;-14;"negatif";"positif";"negatif";"positif";"negatif";-4;-5;0;0;0;0;44;1;0;0;19;0;36;0.333333;0.333333;0.333333;0.833333;0.333333;-0.666667;0.333333;0.333333;-0.666667;-1.66667;17;3.5;3;0.37;0.44;0.857142857142857;674.04
435;43;"26/02/2021 22:33";0;7;6;NA;NA;NA;NA;3.3;41;"Une femme";"France";"#N/A";68;56;0;0;0;0;"#N/A";"positif";"negatif";"negatif";"positif";12;7;0;0;0;0;-1;1;0;0;68;1;56;0.285714;-0.047619;-0.047619;0.952381;0.952381;-1.04762;0.452381;-0.047619;-1.54762;-0.047619;-12;4;4;0.64;-0.01;NA;547.47
435;43;"26/02/2021 22:33";0;7;6;NA;NA;NA;NA;3.3;41;"Une femme";"France";"#N/A";70;66;1;10;10;14;"positif";"positif";"negatif";"negatif";"positif";12;7;0;0;0;0;56;1;0;0;68;1;56;0.285714;-0.047619;-0.047619;0.952381;0.952381;-1.04762;0.452381;-0.047619;-1.54762;-0.047619;-12;4;4;0.64;0.56;0.714285714285714;547.47
435;43;"26/02/2021 22:33";0;7;6;NA;NA;NA;NA;3.3;41;"Une femme";"France";"#N/A";53;63;2;-3;3;-13;"negatif";"positif";"negatif";"negatif";"positif";12;7;0;0;0;0;66;1;0;0;68;1;56;0.285714;-0.047619;-0.047619;0.952381;0.952381;-1.04762;0.452381;-0.047619;-1.54762;-0.047619;-12;4;4;0.64;0.66;0.230769230769231;547.47
435;43;"26/02/2021 22:33";0;7;6;NA;NA;NA;NA;3.3;41;"Une femme";"France";"#N/A";49;59;3;-4;4;-14;"negatif";"positif";"negatif";"negatif";"positif";12;7;0;0;0;0;63;1;0;0;68;1;56;0.285714;-0.047619;-0.047619;0.952381;0.952381;-1.04762;0.452381;-0.047619;-1.54762;-0.047619;-12;4;4;0.64;0.63;0.285714285714286;547.47
435;43;"26/02/2021 22:33";0;7;6;NA;NA;NA;NA;3.3;41;"Une femme";"France";"#N/A";72;68;4;9;9;13;"positif";"positif";"negatif";"negatif";"positif";12;7;0;0;0;0;59;1;0;0;68;1;56;0.285714;-0.047619;-0.047619;0.952381;0.952381;-1.04762;0.452381;-0.047619;-1.54762;-0.047619;-12;4;4;0.64;0.59;0.692307692307692;547.47
436;43;"26/02/2021 23:35";1;5;7;NA;NA;NA;NA;2.8;41;"Une femme";"France";"#N/A";89;75;0;0;0;0;"#N/A";"negatif";"negatif";"positif";"positif";3;-10;0;0;0;0;-1;1;0;0;89;1;75;1;-0.166667;-1.16667;0.833333;1.33333;-1.66667;-1.16667;0.333333;-1.16667;1.33333;-14;3.5;4;0.7075;-0.01;NA;621.73
436;43;"26/02/2021 23:35";1;5;7;NA;NA;NA;NA;2.8;41;"Une femme";"France";"#N/A";62;70;1;-5;5;-13;"negatif";"negatif";"negatif";"positif";"positif";3;-10;0;0;0;0;75;1;0;0;89;1;75;1;-0.166667;-1.16667;0.833333;1.33333;-1.66667;-1.16667;0.333333;-1.16667;1.33333;-14;3.5;4;0.7075;0.75;0.384615384615385;621.73
436;43;"26/02/2021 23:35";1;5;7;NA;NA;NA;NA;2.8;41;"Une femme";"France";"#N/A";56;65;2;-5;5;-14;"negatif";"negatif";"negatif";"positif";"positif";3;-10;0;0;0;0;70;1;0;0;89;1;75;1;-0.166667;-1.16667;0.833333;1.33333;-1.66667;-1.16667;0.333333;-1.16667;1.33333;-14;3.5;4;0.7075;0.7;0.357142857142857;621.73
436;43;"26/02/2021 23:35";1;5;7;NA;NA;NA;NA;2.8;41;"Une femme";"France";"#N/A";78;70;3;5;5;13;"positif";"negatif";"negatif";"positif";"positif";3;-10;0;0;0;0;65;1;0;0;89;1;75;1;-0.166667;-1.16667;0.833333;1.33333;-1.66667;-1.16667;0.333333;-1.16667;1.33333;-14;3.5;4;0.7075;0.65;0.384615384615385;621.73
436;43;"26/02/2021 23:35";1;5;7;NA;NA;NA;NA;2.8;41;"Une femme";"France";"#N/A";84;78;4;8;8;14;"positif";"negatif";"negatif";"positif";"positif";3;-10;0;0;0;0;70;1;0;0;89;1;75;1;-0.166667;-1.16667;0.833333;1.33333;-1.66667;-1.16667;0.333333;-1.16667;1.33333;-14;3.5;4;0.7075;0.7;0.571428571428571;621.73
437;43;"27/02/2021 08:00";1;9;10;NA;NA;NA;NA;3.6;33;"Une femme";"France";"#N/A";89;70;0;0;0;0;"#N/A";"negatif";"positif";"negatif";"positif";12;5;0;0;0;0;-1;1;0;0;89;1;70;0.285714;0.619048;-0.380952;-1.38095;0.619048;0.619048;-0.880952;0.119048;-0.380952;0.619048;-19;1;3;0.74;-0.01;NA;604.59
437;43;"27/02/2021 08:00";1;9;10;NA;NA;NA;NA;3.6;33;"Une femme";"France";"#N/A";57;66;1;-4;4;-13;"negatif";"negatif";"positif";"negatif";"positif";12;5;0;0;0;0;70;1;0;0;89;1;70;0.285714;0.619048;-0.380952;-1.38095;0.619048;0.619048;-0.880952;0.119048;-0.380952;0.619048;-19;1;3;0.74;0.7;0.307692307692308;604.59
437;43;"27/02/2021 08:00";1;9;10;NA;NA;NA;NA;3.6;33;"Une femme";"France";"#N/A";79;75;2;9;9;13;"positif";"negatif";"positif";"negatif";"positif";12;5;0;0;0;0;66;1;0;0;89;1;70;0.285714;0.619048;-0.380952;-1.38095;0.619048;0.619048;-0.880952;0.119048;-0.380952;0.619048;-19;1;3;0.74;0.66;0.692307692307692;604.59
437;43;"27/02/2021 08:00";1;9;10;NA;NA;NA;NA;3.6;33;"Une femme";"France";"#N/A";61;73;3;-2;2;-14;"negatif";"negatif";"positif";"negatif";"positif";12;5;0;0;0;0;75;1;0;0;89;1;70;0.285714;0.619048;-0.380952;-1.38095;0.619048;0.619048;-0.880952;0.119048;-0.380952;0.619048;-19;1;3;0.74;0.75;0.142857142857143;604.59
437;43;"27/02/2021 08:00";1;9;10;NA;NA;NA;NA;3.6;33;"Une femme";"France";"#N/A";87;82;4;9;9;14;"positif";"negatif";"positif";"negatif";"positif";12;5;0;0;0;0;73;1;0;0;89;1;70;0.285714;0.619048;-0.380952;-1.38095;0.619048;0.619048;-0.880952;0.119048;-0.380952;0.619048;-19;1;3;0.74;0.73;0.642857142857143;604.59
439;43;"27/02/2021 10:09";1;7;6;NA;NA;NA;NA;3.5;30;"Un homme";"France";"Je pensais que le groupe de 100 personnes était réel. Je me suis fait avoir, je pense que vous avez réussi votre objectif.
En effet, les évaluations externes influence notre manière de nous auto-évaluer car  en fonction de ces evaluations externe, notre propre auto evaluation est revu à la hausse ou à la baisse";76;50;0;0;0;0;"#N/A";"positif";"negatif";"negatif";"positif";0;2;0;0;0;0;-1;1;0;0;76;1;50;1.25;1.25;-0.25;-1.75;1.25;-0.25;0.75;-0.25;-1.75;-0.25;-26;0;3;0.5175;-0.01;NA;880.87
439;43;"27/02/2021 10:09";1;7;6;NA;NA;NA;NA;3.5;30;"Un homme";"France";"Je pensais que le groupe de 100 personnes était réel. Je me suis fait avoir, je pense que vous avez réussi votre objectif.
En effet, les évaluations externes influence notre manière de nous auto-évaluer car  en fonction de ces evaluations externe, notre propre auto evaluation est revu à la hausse ou à la baisse";64;60;1;10;10;14;"positif";"positif";"negatif";"negatif";"positif";0;2;0;0;0;0;50;1;0;0;76;1;50;1.25;1.25;-0.25;-1.75;1.25;-0.25;0.75;-0.25;-1.75;-0.25;-26;0;3;0.5175;0.5;0.714285714285714;880.87
439;43;"27/02/2021 10:09";1;7;6;NA;NA;NA;NA;3.5;30;"Un homme";"France";"Je pensais que le groupe de 100 personnes était réel. Je me suis fait avoir, je pense que vous avez réussi votre objectif.
En effet, les évaluations externes influence notre manière de nous auto-évaluer car  en fonction de ces evaluations externe, notre propre auto evaluation est revu à la hausse ou à la baisse";47;52;2;-8;8;-13;"negatif";"positif";"negatif";"negatif";"positif";0;2;0;0;0;0;60;1;0;0;76;1;50;1.25;1.25;-0.25;-1.75;1.25;-0.25;0.75;-0.25;-1.75;-0.25;-26;0;3;0.5175;0.6;0.615384615384615;880.87
439;43;"27/02/2021 10:09";1;7;6;NA;NA;NA;NA;3.5;30;"Un homme";"France";"Je pensais que le groupe de 100 personnes était réel. Je me suis fait avoir, je pense que vous avez réussi votre objectif.
En effet, les évaluations externes influence notre manière de nous auto-évaluer car  en fonction de ces evaluations externe, notre propre auto evaluation est revu à la hausse ou à la baisse";38;45;3;-7;7;-14;"negatif";"positif";"negatif";"negatif";"positif";0;2;0;0;0;0;52;1;0;0;76;1;50;1.25;1.25;-0.25;-1.75;1.25;-0.25;0.75;-0.25;-1.75;-0.25;-26;0;3;0.5175;0.52;0.5;880.87
439;43;"27/02/2021 10:09";1;7;6;NA;NA;NA;NA;3.5;30;"Un homme";"France";"Je pensais que le groupe de 100 personnes était réel. Je me suis fait avoir, je pense que vous avez réussi votre objectif.
En effet, les évaluations externes influence notre manière de nous auto-évaluer car  en fonction de ces evaluations externe, notre propre auto evaluation est revu à la hausse ou à la baisse";58;50;4;5;5;13;"positif";"positif";"negatif";"negatif";"positif";0;2;0;0;0;0;45;1;0;0;76;1;50;1.25;1.25;-0.25;-1.75;1.25;-0.25;0.75;-0.25;-1.75;-0.25;-26;0;3;0.5175;0.45;0.384615384615385;880.87
440;43;"27/02/2021 11:58";1;10;8;NA;NA;NA;NA;2.9;37;"Un homme";"France";"#N/A";36;60;0;0;0;0;"#N/A";"positif";"positif";"negatif";"negatif";5;20;0;0;0;0;-1;1;0;0;36;0;60;0.380952;0.380952;-0.119048;-0.119048;0.380952;-0.119048;-0.119048;-0.119048;-0.619048;-0.119048;24;3.5;4;0.7125;-0.01;NA;308.46
440;43;"27/02/2021 11:58";1;10;8;NA;NA;NA;NA;2.9;37;"Un homme";"France";"#N/A";74;70;1;10;10;14;"positif";"positif";"positif";"negatif";"negatif";5;20;0;0;0;0;60;1;0;0;36;0;60;0.380952;0.380952;-0.119048;-0.119048;0.380952;-0.119048;-0.119048;-0.119048;-0.619048;-0.119048;24;3.5;4;0.7125;0.6;0.714285714285714;308.46
440;43;"27/02/2021 11:58";1;10;8;NA;NA;NA;NA;2.9;37;"Un homme";"France";"#N/A";83;80;2;10;10;13;"positif";"positif";"positif";"negatif";"negatif";5;20;0;0;0;0;70;1;0;0;36;0;60;0.380952;0.380952;-0.119048;-0.119048;0.380952;-0.119048;-0.119048;-0.119048;-0.619048;-0.119048;24;3.5;4;0.7125;0.7;0.769230769230769;308.46
440;43;"27/02/2021 11:58";1;10;8;NA;NA;NA;NA;2.9;37;"Un homme";"France";"#N/A";67;70;3;-10;10;-13;"negatif";"positif";"positif";"negatif";"negatif";5;20;0;0;0;0;80;1;0;0;36;0;60;0.380952;0.380952;-0.119048;-0.119048;0.380952;-0.119048;-0.119048;-0.119048;-0.619048;-0.119048;24;3.5;4;0.7125;0.8;0.769230769230769;308.46
440;43;"27/02/2021 11:58";1;10;8;NA;NA;NA;NA;2.9;37;"Un homme";"France";"#N/A";56;65;4;-5;5;-14;"negatif";"positif";"positif";"negatif";"negatif";5;20;0;0;0;0;70;1;0;0;36;0;60;0.380952;0.380952;-0.119048;-0.119048;0.380952;-0.119048;-0.119048;-0.119048;-0.619048;-0.119048;24;3.5;4;0.7125;0.7;0.357142857142857;308.46
441;43;"27/02/2021 13:23";1;6;4;NA;NA;NA;NA;3.2;55;"Une femme";"France";"Etude très intéressante. Bon courage pour vos travaux.";23;35;0;0;0;0;"#N/A";"negatif";"positif";"negatif";"positif";6;5;0;0;0;0;-1;1;0;0;23;0;35;1.19048;1.35714;0.357143;-0.642857;0.857143;-1.64286;0.857143;-1.64286;-2.14286;0.857143;12;1.5;3;0.36;-0.01;NA;599.57
441;43;"27/02/2021 13:23";1;6;4;NA;NA;NA;NA;3.2;55;"Une femme";"France";"Etude très intéressante. Bon courage pour vos travaux.";22;30;1;-5;5;-13;"negatif";"negatif";"positif";"negatif";"positif";6;5;0;0;0;0;35;1;0;0;23;0;35;1.19048;1.35714;0.357143;-0.642857;0.857143;-1.64286;0.857143;-1.64286;-2.14286;0.857143;12;1.5;3;0.36;0.35;0.384615384615385;599.57
441;43;"27/02/2021 13:23";1;6;4;NA;NA;NA;NA;3.2;55;"Une femme";"France";"Etude très intéressante. Bon courage pour vos travaux.";44;40;2;10;10;14;"positif";"negatif";"positif";"negatif";"positif";6;5;0;0;0;0;30;1;0;0;23;0;35;1.19048;1.35714;0.357143;-0.642857;0.857143;-1.64286;0.857143;-1.64286;-2.14286;0.857143;12;1.5;3;0.36;0.3;0.714285714285714;599.57
441;43;"27/02/2021 13:23";1;6;4;NA;NA;NA;NA;3.2;55;"Une femme";"France";"Etude très intéressante. Bon courage pour vos travaux.";26;33;3;-7;7;-14;"negatif";"negatif";"positif";"negatif";"positif";6;5;0;0;0;0;40;1;0;0;23;0;35;1.19048;1.35714;0.357143;-0.642857;0.857143;-1.64286;0.857143;-1.64286;-2.14286;0.857143;12;1.5;3;0.36;0.4;0.5;599.57
441;43;"27/02/2021 13:23";1;6;4;NA;NA;NA;NA;3.2;55;"Une femme";"France";"Etude très intéressante. Bon courage pour vos travaux.";46;41;4;8;8;13;"positif";"negatif";"positif";"negatif";"positif";6;5;0;0;0;0;33;1;0;0;23;0;35;1.19048;1.35714;0.357143;-0.642857;0.857143;-1.64286;0.857143;-1.64286;-2.14286;0.857143;12;1.5;3;0.36;0.33;0.615384615384615;599.57
442;43;"27/02/2021 16:22";0;8;3;NA;NA;NA;NA;3.3;41;"Un homme";"France";"#N/A";78;66;0;0;0;0;"#N/A";"positif";"negatif";"negatif";"positif";-11;1;0;0;0;0;-1;1;0;0;78;1;66;0.857143;0.52381;0.0238095;1.52381;1.02381;-1.97619;-1.97619;1.02381;-0.47619;-0.97619;-12;4;3.5;0.625;-0.01;NA;449.22
442;43;"27/02/2021 16:22";0;8;3;NA;NA;NA;NA;3.3;41;"Un homme";"France";"#N/A";79;75;1;9;9;13;"positif";"positif";"negatif";"negatif";"positif";-11;1;0;0;0;0;66;1;0;0;78;1;66;0.857143;0.52381;0.0238095;1.52381;1.02381;-1.97619;-1.97619;1.02381;-0.47619;-0.97619;-12;4;3.5;0.625;0.66;0.692307692307692;449.22
442;43;"27/02/2021 16:22";0;8;3;NA;NA;NA;NA;3.3;41;"Un homme";"France";"#N/A";62;67;2;-8;8;-13;"negatif";"positif";"negatif";"negatif";"positif";-11;1;0;0;0;0;75;1;0;0;78;1;66;0.857143;0.52381;0.0238095;1.52381;1.02381;-1.97619;-1.97619;1.02381;-0.47619;-0.97619;-12;4;3.5;0.625;0.75;0.615384615384615;449.22
442;43;"27/02/2021 16:22";0;8;3;NA;NA;NA;NA;3.3;41;"Un homme";"France";"#N/A";53;53;3;-14;14;-14;"negatif";"positif";"negatif";"negatif";"positif";-11;1;0;0;0;0;67;1;0;0;78;1;66;0.857143;0.52381;0.0238095;1.52381;1.02381;-1.97619;-1.97619;1.02381;-0.47619;-0.97619;-12;4;3.5;0.625;0.67;1;449.22
442;43;"27/02/2021 16:22";0;8;3;NA;NA;NA;NA;3.3;41;"Un homme";"France";"#N/A";67;55;4;2;2;14;"positif";"positif";"negatif";"negatif";"positif";-11;1;0;0;0;0;53;1;0;0;78;1;66;0.857143;0.52381;0.0238095;1.52381;1.02381;-1.97619;-1.97619;1.02381;-0.47619;-0.97619;-12;4;3.5;0.625;0.53;0.142857142857143;449.22
443;43;"27/02/2021 17:18";0;8;10;NA;NA;NA;NA;2.9;21;"Une femme";"France";"#N/A";86;71;0;0;0;0;"#N/A";"positif";"negatif";"negatif";"positif";5;5;0;0;0;0;-1;1;0;0;86;1;71;0.666667;0.833333;0.333333;-2.16667;-1.16667;0.333333;-1.16667;0.333333;0.833333;0.833333;-15;0.5;1.5;0.7475;-0.01;NA;406.22
443;43;"27/02/2021 17:18";0;8;10;NA;NA;NA;NA;2.9;21;"Une femme";"France";"#N/A";84;83;1;12;12;13;"positif";"positif";"negatif";"negatif";"positif";5;5;0;0;0;0;71;1;0;0;86;1;71;0.666667;0.833333;0.333333;-2.16667;-1.16667;0.333333;-1.16667;0.333333;0.833333;0.833333;-15;0.5;1.5;0.7475;0.71;0.923076923076923;406.22
443;43;"27/02/2021 17:18";0;8;10;NA;NA;NA;NA;2.9;21;"Une femme";"France";"#N/A";69;76;2;-7;7;-14;"negatif";"positif";"negatif";"negatif";"positif";5;5;0;0;0;0;83;1;0;0;86;1;71;0.666667;0.833333;0.333333;-2.16667;-1.16667;0.333333;-1.16667;0.333333;0.833333;0.833333;-15;0.5;1.5;0.7475;0.83;0.5;406.22
443;43;"27/02/2021 17:18";0;8;10;NA;NA;NA;NA;2.9;21;"Une femme";"France";"#N/A";63;64;3;-12;12;-13;"negatif";"positif";"negatif";"negatif";"positif";5;5;0;0;0;0;76;1;0;0;86;1;71;0.666667;0.833333;0.333333;-2.16667;-1.16667;0.333333;-1.16667;0.333333;0.833333;0.833333;-15;0.5;1.5;0.7475;0.76;0.923076923076923;406.22
443;43;"27/02/2021 17:18";0;8;10;NA;NA;NA;NA;2.9;21;"Une femme";"France";"#N/A";78;76;4;12;12;14;"positif";"positif";"negatif";"negatif";"positif";5;5;0;0;0;0;64;1;0;0;86;1;71;0.666667;0.833333;0.333333;-2.16667;-1.16667;0.333333;-1.16667;0.333333;0.833333;0.833333;-15;0.5;1.5;0.7475;0.64;0.857142857142857;406.22
444;43;"27/02/2021 21:28";1;3;2;NA;NA;NA;NA;2.7;39;"Une femme";"France";"#N/A";13;50;0;0;0;0;"#N/A";"positif";"negatif";"positif";"negatif";-3;0;0;0;0;0;-1;1;0;0;13;0;50;0.333333;1.33333;-0.166667;-0.666667;0.833333;-0.666667;-0.166667;-0.666667;0.333333;-0.666667;37;2;3.5;0.5175;-0.01;NA;318.18
444;43;"27/02/2021 21:28";1;3;2;NA;NA;NA;NA;2.7;39;"Une femme";"France";"#N/A";63;55;1;5;5;13;"positif";"positif";"negatif";"positif";"negatif";-3;0;0;0;0;0;50;1;0;0;13;0;50;0.333333;1.33333;-0.166667;-0.666667;0.833333;-0.666667;-0.166667;-0.666667;0.333333;-0.666667;37;2;3.5;0.5175;0.5;0.384615384615385;318.18
444;43;"27/02/2021 21:28";1;3;2;NA;NA;NA;NA;2.7;39;"Une femme";"France";"#N/A";41;50;2;-5;5;-14;"negatif";"positif";"negatif";"positif";"negatif";-3;0;0;0;0;0;55;1;0;0;13;0;50;0.333333;1.33333;-0.166667;-0.666667;0.833333;-0.666667;-0.166667;-0.666667;0.333333;-0.666667;37;2;3.5;0.5175;0.55;0.357142857142857;318.18
444;43;"27/02/2021 21:28";1;3;2;NA;NA;NA;NA;2.7;39;"Une femme";"France";"#N/A";64;55;3;5;5;14;"positif";"positif";"negatif";"positif";"negatif";-3;0;0;0;0;0;50;1;0;0;13;0;50;0.333333;1.33333;-0.166667;-0.666667;0.833333;-0.666667;-0.166667;-0.666667;0.333333;-0.666667;37;2;3.5;0.5175;0.5;0.357142857142857;318.18
444;43;"27/02/2021 21:28";1;3;2;NA;NA;NA;NA;2.7;39;"Une femme";"France";"#N/A";42;47;4;-8;8;-13;"negatif";"positif";"negatif";"positif";"negatif";-3;0;0;0;0;0;55;1;0;0;13;0;50;0.333333;1.33333;-0.166667;-0.666667;0.833333;-0.666667;-0.166667;-0.666667;0.333333;-0.666667;37;2;3.5;0.5175;0.55;0.615384615384615;318.18
445;43;"27/02/2021 21:33";1;3;2;NA;NA;NA;NA;2.6;39;"Une femme";"France";"#N/A";11;50;0;0;0;0;"#N/A";"positif";"positif";"negatif";"negatif";-2;5;0;0;0;0;-1;1;0;0;11;0;50;0.904762;1.57143;1.07143;-0.928571;0.571429;-1.42857;-0.428571;0.0714286;-1.42857;-0.428571;39;1.5;3;0.5175;-0.01;NA;290.9
445;43;"27/02/2021 21:33";1;3;2;NA;NA;NA;NA;2.6;39;"Une femme";"France";"#N/A";63;55;1;5;5;13;"positif";"positif";"positif";"negatif";"negatif";-2;5;0;0;0;0;50;1;0;0;11;0;50;0.904762;1.57143;1.07143;-0.928571;0.571429;-1.42857;-0.428571;0.0714286;-1.42857;-0.428571;39;1.5;3;0.5175;0.5;0.384615384615385;290.9
445;43;"27/02/2021 21:33";1;3;2;NA;NA;NA;NA;2.6;39;"Une femme";"France";"#N/A";69;55;2;0;0;14;"positif";"positif";"positif";"negatif";"negatif";-2;5;0;0;0;0;55;1;0;0;11;0;50;0.904762;1.57143;1.07143;-0.928571;0.571429;-1.42857;-0.428571;0.0714286;-1.42857;-0.428571;39;1.5;3;0.5175;0.55;0;290.9
445;43;"27/02/2021 21:33";1;3;2;NA;NA;NA;NA;2.6;39;"Une femme";"France";"#N/A";41;49;3;-6;6;-14;"negatif";"positif";"positif";"negatif";"negatif";-2;5;0;0;0;0;55;1;0;0;11;0;50;0.904762;1.57143;1.07143;-0.928571;0.571429;-1.42857;-0.428571;0.0714286;-1.42857;-0.428571;39;1.5;3;0.5175;0.55;0.428571428571429;290.9
445;43;"27/02/2021 21:33";1;3;2;NA;NA;NA;NA;2.6;39;"Une femme";"France";"#N/A";36;48;4;-1;1;-13;"negatif";"positif";"positif";"negatif";"negatif";-2;5;0;0;0;0;49;1;0;0;11;0;50;0.904762;1.57143;1.07143;-0.928571;0.571429;-1.42857;-0.428571;0.0714286;-1.42857;-0.428571;39;1.5;3;0.5175;0.49;0.0769230769230769;290.9
