"trust";"anchor";"se";"gender";"scale";"t";"intTime";"N";"c";"pvc";"d";"cp";"pvcp";"dp";"pvdp";"cn";"pvcn";"dn";"pvdn";"tot";"sbt";"sbt2";"enhm";"enhsd";"totm";"totsd";"sbm";"sbsd";"sbtm";"sbtsd";"diffm";"diffsd"
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"4:4";0;172;-0.0827707398314224;0.525099920158965;0.624310839926187;0.0858306603796417;0.600207765614993;0.539697352493259;1.3956565973611e-06;-0.326157996158449;0.169989387489523;0.756176936500478;5.57776443896125e-05;7.12;0.925728481053349;1.7047904597031;NA;NA;6.92775;2.27136831173143;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"4:4";240;168;-0.0830605711558819;0.526387575293944;0.621982387722231;0.0847561395544862;0.609412636244201;0.537618645825645;2.01080606621064e-06;-0.326157996158449;0.169989387489523;0.756176936500478;5.57776443896125e-05;6.56;0.92732769978174;1.706538400629;NA;NA;6.67035;2.39912093982767;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"1:2";0;344;0.0261501981257633;0.77170439732495;0.52691446257923;0.0871314749946166;0.556757091356523;0.519742844258383;1.74841380409844e-07;0.0497669979783321;0.67197074925859;0.490551138565442;1.19058434375319e-08;7.06;-0.508292617153485;-0.928960375556175;5.43805;2.80013885109777;7.1391;1.62106677141533;1.70105;2.45115015511383;-0.569579503306656;0.740195404398691;2.27062950330666;2.3028761706545
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"1:2";240;336;0.0206309745329479;0.818062209590596;0.535539306216662;0.0972960041581845;0.511191016937294;0.514965816522723;2.16146246285215e-07;0.0301453872872512;0.796776536513003;0.510988616664688;3.12577027322378e-09;6.47;-0.477225010260336;-0.872161781793775;4.8243;2.5858671766501;6.61255;1.52983987650299;1.78825;2.16897318120903;-0.533711164383668;0.738061985102291;2.32196116438367;2.03157484865705
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"1:3";0;516;-0.0392025429618538;0.587893860753406;0.577972762126401;0.0528665377804177;0.613110287365454;0.5582687367266;3.91567765660667e-15;-0.0171989628101034;0.867779720970678;0.533532857962638;2.2828246286748e-12;7.08;-0.134112969464495;-0.244937920848155;7.3412;2.21192759338817;7.13615;1.3159858553027;-0.20505;1.9574732450343;-0.191002836376611;0.569749528260211;-0.0140471636233895;1.86359315168628
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"1:3";240;504;-0.0409247989544173;0.570455469770148;0.58251787903875;0.055963121740677;0.594337469814405;0.556518426327809;6.58901778514882e-15;-0.0314531217182299;0.759567226205933;0.549064112074977;5.13289954536335e-13;6.5;-0.0927045766119291;-0.169352713240919;6.39835;2.04613811445295;6.41355;1.16626530916288;0.0152;1.85988894681171;-0.110943800443299;0.540108199424782;0.126143800443299;1.80404354163665
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"1:4";0;688;-0.0510358149016702;0.419700450505199;0.590160796626813;0.065634498673778;0.458960162799097;0.551067338497645;5.84594540359291e-20;-0.0659406506794646;0.483823847207412;0.567288622471768;6.23900045978175e-16;7.09;0.00115534810352949;0.00211428714041482;7.224;2.32045438281246;7.1896;2.16519077576951;-0.0344;0.590049516702458;-0.115032541984592;0.589630275130962;0.0806325419845923;0.0691807958074822
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"0";"1:4";240;672;-0.0524819154194774;0.406438700476558;0.593044725524075;0.0667852711732674;0.454466017402278;0.549524687272334;1.33406286625903e-19;-0.0794203395883108;0.396992631279851;0.581433370146449;1.18767498453384e-16;6.51;0.0478740225379502;0.0876096536498777;6.3427;2.24735795969289;6.46565;2.18103510935547;0.12295;0.600832586069041;0.0653843258795045;0.598780099446508;0.0575656741204956;0.0605241033532825
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:1";0;160;-0.0133744873492751;0.930128360254268;0.569539693539019;NA;NA;NA;NA;-0.082791590686758;0.64474505322431;0.63253338693166;4.13713894866221e-07;-8.69;NA;NA;NA;NA;-8.7071;2.30312123587441;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:1";240;159;-0.0277601414262745;0.857605718019706;0.577615693872297;NA;NA;NA;NA;-0.10182310749291;0.577820037763346;0.64329624647191;3.96205497520721e-07;-8.52;NA;NA;NA;NA;-8.39485;2.59050818194105;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"2:2";0;160;-0.0904824160036522;0.489946179817323;0.578548953178751;-0.213201797179376;0.281149123818127;0.563157658420684;6.5802245998057e-06;-0.139099215310974;0.385762847711467;0.690265619094109;1.80086096669687e-09;-8.65;1.24368816249036;2.28803939376834;-17.1048;3.99785997527547;-8.56895;2.34582862913863;8.53585;3.43047461115644;1.30646892087261;0.947253303408042;7.22938107912739;3.33079482699453
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"2:2";240;159;-0.0620457901827139;0.634284948835601;0.564799162535036;-0.156226563775331;0.431458705356667;0.535713833168311;1.64383482457255e-05;-0.139099215310974;0.385762847711467;0.690265619094109;1.80086096669687e-09;-8.47;1.04974841448169;1.93220265258079;-16.14935;3.79674339130221;-8.4351;2.30705080287261;7.71425;3.43221355497217;1.01224776991822;0.98431059975842;6.70200223008178;3.44795825053626
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"3:3";0;160;-0.201348321318732;0.118699283209843;0.631363784014013;-0.0672116717317116;0.670238609898008;0.528299944788852;7.11172952051868e-08;-0.55237400315493;0.0169912785135397;0.894368133095557;6.40444935879021e-08;-8.66;2.22162326034944;4.07618088392903;-8.3794;4.21546979206816;-8.6745;2.32410824742064;-0.2951;3.79500239868569;2.13736648336731;0.992473557868799;-2.43246648336731;3.52150659937035
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"3:3";240;159;-0.1762693424825;0.170878195767585;0.619717384495222;-0.0672116717317116;0.670238609898008;0.528299944788852;7.11172952051868e-08;-0.500432677710805;0.0293117425446732;0.868702050213834;1.10156299049674e-07;-8.47;2.04631646887896;3.75646901399117;NA;NA;-8.6886;2.381067713713;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"4:4";0;160;-0.060717908109005;0.648603684363611;0.549974964957804;0.0296982708427337;0.85896241216258;0.482322087584694;1.59735456334381e-06;-0.453952877425485;0.0966742040913869;0.847060127177313;2.69193780700415e-05;-8.67;1.545609940195;2.83551122923557;NA;NA;-8.9019;2.44218667772229;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"4:4";240;159;-0.0366551172392254;0.782691451732951;0.538907167350492;0.0823970947639914;0.621831474446313;0.458851751356313;3.99865163333846e-06;-0.453952877425485;0.0966742040913869;0.847060127177313;2.69193780700415e-05;-8.5;1.36361091187441;2.50037549945325;NA;NA;-8.7334;2.31676963631231;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:2";0;320;-0.0399633312791902;0.686340021065828;0.56736778072784;-0.07987884124463;0.626849389875916;0.516305058678141;7.36292763944331e-07;-0.1151088486097;0.342996520221867;0.662580139660292;7.50676302578767e-15;-8.67;0.696035325341802;1.27025716305956;-12.8701;2.58728743500926;-8.8218;1.67902213704389;4.0483;2.22979236250811;0.696023385781843;0.81845602109813;3.35227661421816;2.16261088433481
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:2";240;318;-0.0328154536355803;0.741228343518802;0.564096773507445;-0.039204817696511;0.811398416318976;0.496142757196886;1.70479592884733e-06;-0.125231795133059;0.307280970098642;0.668158627671151;7.46550562307865e-15;-8.49;0.589425765562872;1.07567684974503;-12.0806;3.01043572531974;-8.4673;1.72735330991851;3.6133;2.50505541318263;0.652898273792682;0.822678025534607;2.96040172620732;2.48387329667763
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:3";0;480;-0.09149834348285;0.241269899503151;0.588428535715762;-0.08138416500224;0.471452522402932;0.525307630626362;1.52160122168004e-13;-0.23109853195428;0.0325821922277189;0.724677607876881;2.30469288034377e-21;-8.67;1.11879133801895;2.04585066684307;-10.77415;2.45513333158902;-8.65605;1.36215979017509;2.1181;1.93163673926086;1.10618849435614;0.560659985661244;1.01191150564386;1.86774301218042
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:3";240;477;-0.0784654741888315;0.315633368164895;0.582299010376087;-0.0593975049938727;0.598961919543382;0.514877167904271;3.65303270485422e-13;-0.224262785440834;0.0386271740377841;0.721694706161564;3.40720605629497e-21;-8.49;1.01989484819597;1.86530326168152;-10.59825;2.37883156942193;-8.50175;1.29665919300874;2.0965;1.88585497718538;1.07581375353371;0.607525649608355;1.02068624646629;1.76478139332735
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:4";0;640;-0.0808887224509273;0.228671660912774;0.576995675290957;-0.0478622218748563;0.606787316335352;0.511946263252311;7.66813976176174e-19;-0.277746175647887;0.00565960457597789;0.749330277985494;1.19093203225506e-25;-8.67;1.17098183253348;2.1429434855296;-9.81265;2.50962278242174;-8.60165;2.3728539688077;1.211;0.639163240683635;1.13330578342091;0.600678375359561;0.077694216579094;0.0780667791734913
"[0, 6]";"[50, 100]";"[0, 5]";"Une femme";"1";"1:4";240;636;-0.0648164065808101;0.334861244138178;0.569443447193358;-0.0170813687404257;0.854166646393972;0.497648271099923;4.44292166278699e-18;-0.273561702060355;0.00655376990915258;0.747642022662972;1.61035765266e-25;-8.49;1.05057359125962;1.92259318377252;-9.77645;2.71473253955275;-8.6006;2.59097227438527;1.17585;0.543704284741468;1.09246009932896;0.512435075406702;0.0833899006710448;0.0768146562697701
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:1";0;299;0.119967743855803;0.242201045218555;0.440421951826419;-0.0764936590068331;0.6949653921323;0.573901542441336;1.58959840109415e-05;0.203670170763326;0.095637957892455;0.380341804778237;8.45195921961245e-06;-0.55;-0.442545721539539;-0.79915609406731;1.1215;3.40922672822183;-0.5936;1.79560128085246;-1.7151;2.76727284251565;-0.473141011907052;0.8441436179856;-1.24195898809295;2.7480337108847
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:1";240;293;0.0970226500483009;0.347220565677876;0.459774308739776;-0.135084163231513;0.487495803233093;0.618764738658085;4.08718322364707e-06;0.194234224887475;0.114673300058337;0.389748819861348;5.99130695769991e-06;-0.74;-0.20769992274966;-0.374977450214105;0.7281;3.20821016335609;-0.9096;1.7824929863063;-1.6377;2.85110958035569;-0.203065081402692;0.791408998515703;-1.43463491859731;2.851659655883
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"2:2";0;299;0.164095204463087;0.112863420006799;0.426205393004365;0.259395110458728;0.115826516480224;0.338728111404797;0.000928259652184442;0.0483537638477321;0.725090916662331;0.522881391768833;6.45869288224332e-08;-0.56;-1.09727171000286;-2.00936762727469;-5.17515;3.21441367184886;-0.58465;1.82141776947376;4.5905;2.80316363808993;-1.09766147523432;0.780369292429306;5.68816147523432;2.63911989268391
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"2:2";240;293;0.17142054862943;0.0985772908674479;0.425751014144947;0.319958319624805;0.051704814437744;0.308331053182855;0.00224932483546424;0.023341128084817;0.866593624996344;0.543127642186218;3.36403413842111e-08;-0.73;-1.23884166548825;-2.26979458366965;-4.7046;3.10774504040806;-0.82315;1.73954178033402;3.88145;2.88453185414686;-1.27203864471763;0.761926516517037;5.15348864471763;2.66314332780287
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"3:3";0;299;-0.0804906897273429;0.435770532346446;0.604100200624929;-0.047774740657183;0.704810897046056;0.575880024589452;1.5593016163417e-12;-0.186300055649194;0.330295819193835;0.687780826431494;4.75125797983012e-07;-0.6;0.887361825617657;1.63267400753861;-2.50285;3.47997651720547;-0.3435;1.71901682488017;2.15935;3.04688358415232;0.94465445068091;0.83915020217852;1.21469554931909;2.83758407840207
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"3:3";240;293;-0.0615832851204927;0.552514146550403;0.595067051068618;-0.0457139742022689;0.719555801146283;0.574218799474734;3.29170835328373e-12;-0.149045018920311;0.431631862358113;0.670136516888547;6.86036640527087e-07;-0.78;0.74169988378551;1.36554899627481;-3.50575;3.71850221610204;-0.8494;1.82996845951346;2.65635;3.03718614442372;0.786878405232562;0.835841921699309;1.86947159476744;2.82124016403113
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"4:4";0;299;-0.033706320587357;0.74443016335458;0.576052312378421;0.0988092496085729;0.44923073552169;0.499412759606842;2.4374262506725e-09;-0.326630395815249;0.0957722797717582;0.776324359528845;2.40306256712979e-07;-0.46;0.874091930884107;1.61040503809484;-1.17735;3.73875849083139;-0.59365;1.69429227379612;0.5837;3.16017035829832;0.918994690366461;0.892628912126342;-0.335294690366461;2.91219229130438
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"4:4";240;293;-0.0255157039613329;0.805325167306609;0.570881831450225;0.112012508095971;0.390572441954927;0.491553059923881;3.81494590829972e-09;-0.33345452434691;0.0957577192322689;0.782589131114752;3.7605298111951e-07;-0.64;0.851042078598085;1.56659272392189;-0.8749;4.24930712531186;-0.6597;1.86753967351722;0.2152;3.44847238191699;0.806724602093286;0.954959481647945;-0.591524602093286;3.06148808207836
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:2";0;598;0.138915032328999;0.0552403823548429;0.435038051176245;0.13488757291276;0.278006051362039;0.424574454141914;1.2784003756291e-07;0.123266012253429;0.177852005951292;0.452522775747528;1.79038875377931e-12;-0.56;-0.906353722587864;-1.64818124947037;-2.0579;2.02434544046009;-0.56025;1.17688646276145;1.49765;1.73533655012826;-0.893166237651693;0.539369679531222;2.39081623765169;1.71744136167999
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:2";240;586;0.132197930301045;0.0693206960957507;0.443587548122366;0.149584286939782;0.226990008282372;0.421439018591808;1.40796471335272e-07;0.107712982538087;0.243490187167193;0.466163243103361;7.46212139011773e-13;-0.73;-0.912142012797092;-1.65890616336916;-1.68095;2.43006329869787;-0.7968;1.3956860167267;0.88415;1.92297071202254;-0.943602397302898;0.551360759906958;1.8277523973029;1.81843585354206
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:3";0;897;0.0493440924327063;0.403710615373612;0.503369058917909;0.0275165116961843;0.75470030968679;0.509350243152477;4.19597334519524e-19;0.0495066721540422;0.551730541031061;0.508705562731059;4.22898899762312e-18;-0.57;-0.277035887002574;-0.505848991129511;-1.2459;1.84477836775333;-0.4097;1.07069878558222;0.8362;1.47764635612478;-0.302586173973385;0.43607479332214;1.13878617397339;1.42748935531303
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:3";240;879;0.0523511876373618;0.377441801876357;0.505149782943417;0.0383543687835371;0.6638581176831;0.505814481927725;9.6522432166258e-19;0.0451563649276423;0.588600680439252;0.515867309183525;2.19803609479071e-18;-0.75;-0.302603390920288;-0.552693569256565;-1.2568;1.91817301057346;-0.66705;1.05917470360834;0.58975;1.55744393012313;-0.31376995480068;0.405087822376885;0.90351995480068;1.50422634679267
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:4";0;1196;0.0253298142308669;0.621366594543662;0.523712205946338;0.0528606227593963;0.470721096996906;0.505472372212963;1.07948643824994e-26;-0.0089810368845833;0.906189954674333;0.548492273391045;7.90152516591937e-24;-0.55;-0.160193946884306;-0.293152512886441;-0.23955;2.06771140388323;-0.40315;1.98044956509867;-0.1636;0.424099447899361;-0.170391242244323;0.419584554819847;0.00679124224432329;0.0492720021941984
"[0, 6]";"[50, 100]";"[0, 3]";"all";"all";"1:4";240;1172;0.029801241715381;0.562271162166262;0.523648093925968;0.064026737651867;0.382576650187335;0.500700432958743;3.44534336774059e-26;-0.0138635017381978;0.856439530008783;0.555430834711322;4.88257114245221e-24;-0.72;-0.184176205687757;-0.337039056759307;-0.81685;1.80810086032431;-0.9412;1.77235514891044;-0.12435;0.414768298217246;-0.132014962702678;0.413713236779039;0.00766496270267785;0.0487158651702026
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:1";0;166;0.151199002419779;0.263886309264571;0.407154104925954;-0.255844007224897;0.34849531074224;0.721361387675774;0.000136200426581155;0.36728073058624;0.0197246917984709;0.232655944236329;0.035807524900177;5.52;-0.384237470231617;-0.6930656597825;NA;NA;5.466;2.1337185320162;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:1";240;161;0.11569767698628;0.393945022775805;0.439436528908339;NA;NA;NA;NA;0.360927433618986;0.0223063188544678;0.242829381336258;0.0294598126591267;5.15;NA;NA;NA;NA;5.27445;2.33106219399254;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"2:2";0;166;0.305239499393766;0.0332321438739204;0.344660372851276;0.361608194627587;0.116206773048116;0.330116531387326;0.0243773129987616;0.311862338339213;0.101228096504586;0.327164205002727;0.013160727401253;5.56;-2.49277690553231;-4.57024026456136;NA;NA;5.5269;2.16773262040498;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"2:2";240;161;0.287893715828573;0.0474203628160685;0.360088043804907;0.387322777312565;0.091845530320418;0.317204061216707;0.0296228330877249;0.271296992275829;0.165231634555318;0.359493376781285;0.00872725320399368;5.2;-2.4639757707184;-4.51965179277025;3.073;3.93639556577477;5.23325;2.18759429086086;2.16025;3.41454977829321;-2.43492077336029;1.02524806720842;4.59517077336029;3.33422953366148
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"3:3";0;166;0.0348129524703843;0.808055020012609;0.544363268281548;-0.013886938383464;0.936861358676799;0.582017976528884;5.61709356049056e-07;0.20042892381419;0.471784524993035;0.417357236012614;0.0347685139118554;5.44;-0.706085650283602;-1.30025959434781;NA;NA;5.69065;2.11086994795651;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"3:3";240;161;0.0452517789933564;0.755440731475647;0.539181575997742;-0.0132135730049101;0.941241153469263;0.581456302081184;1.14454741532522e-06;0.211595550120867;0.442232665672829;0.414308304521863;0.0339578297401725;5.07;-0.754064213313635;-1.38949385068378;NA;NA;5.2341;2.12332681748933;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"4:4";0;166;-0.059376792236709;0.691918179382575;0.620543610317631;0.0508355976498319;0.792187269088329;0.571712471847111;9.28763829614243e-06;-0.0858559361103365;0.756547023780378;0.597501424393436;0.00490947035749904;5.65;0.135905531318893;0.250254271061484;NA;NA;5.51455;2.04133437428516;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"4:4";240;161;-0.0665816242100546;0.660287135212162;0.622715043153216;0.0341284568946785;0.86041811004733;0.577948078316386;8.74393616175828e-06;-0.0829850636803005;0.776227182758036;0.596020103447045;0.00815707077975551;5.3;0.18875964824452;0.347176485892601;NA;NA;5.75245;2.27073018550793;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:2";0;332;0.217008970611495;0.0271263727624571;0.382481212965469;0.0950387226308686;0.587175855773504;0.496820136894314;1.85310987020754e-05;0.328192306764043;0.00716075668966038;0.286091912009031;0.00081382404750177;5.54;-1.51368704382043;-2.75253286159945;5.4604;2.68870237144446;5.43975;1.49380376419717;-0.02065;2.44984566789061;-1.50996454075856;0.716041090637387;1.48931454075856;2.35014543858404
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:2";240;322;0.192043231332213;0.0523161277763429;0.405282968978002;0.0587705528863827;0.73507380092049;0.527324352793978;5.81203295071414e-06;0.309186596048891;0.0125660262882835;0.304401203777591;0.00049190100467594;5.18;-1.33260003399226;-2.42389806433454;5.8576;3.07063875305429;5.33125;1.49572285930894;-0.52635;2.67139080286057;-1.31622588562913;0.788524847780477;0.789875885629127;2.48503005435698
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:3";0;498;0.13963125702861;0.0842456821012157;0.44837518371548;0.0309314649836315;0.800842760464343;0.545327072810327;2.13752715946431e-11;0.304494174414098;0.00677344121925512;0.312130069812013;7.77743865091653e-05;5.5;-1.21746559800226;-2.22331788691749;5.79145;2.37081064470896;5.68705;1.23854704854409;-0.1044;2.09655152128609;-1.28479811970225;0.579464491483438;1.18039811970225;2.01431510897933
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:3";240;483;0.128737160356015;0.114554434654283;0.460219179668653;0.0173371644729265;0.888440885436706;0.557783565987953;1.52874798844917e-11;0.289468300680342;0.01069147650013;0.327605197633195;4.30173624192399e-05;5.14;-1.1241816391241;-2.05375034318556;5.4591;2.38356921464534;5.1368;1.34305762307299;-0.3223;2.22102984624013;-1.13636673537218;0.623316563907776;0.814066735372182;2.04906521938601
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:4";0;664;0.0875446676087637;0.220332858581888;0.492859706568404;0.0415856609952644;0.689920034617549;0.551945548377127;1.65310580353585e-15;0.246772647768609;0.0169775252553257;0.352321299610139;1.75769951613534e-06;5.54;-1.06348264207211;-1.94604674352445;6.666;2.15058762566848;5.64755;2.17690562219397;-1.01845;0.604116612840226;-1.06974248007293;0.613228170005867;0.0512924800729308;0.0853219922872191
"[0, 6]";"[50, 100]";"[0, 3]";"all";"0";"1:4";240;644;0.0768070375558319;0.286406590503688;0.502816408373453;0.0251041568973671;0.810991584792044;0.563431001449582;9.94979207896751e-16;0.235338062729859;0.0246582484268074;0.364407114677811;1.22891469148302e-06;5.18;-0.965767284838031;-1.76724342802548;6.1611;2.20377902703515;5.2066;2.11659165669858;-0.9545;0.607440259072206;-1.00194449628952;0.61392357908863;0.0474444962895234;0.0800950567343737
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:1";0;133;0.108627729129346;0.497700655886257;0.462956285228335;NA;NA;NA;NA;0.108903123806058;0.577739368112884;0.484849420792947;0.000274668309554376;-8.14;NA;NA;NA;NA;-8.4786;3.00147920651396;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:1";240;132;0.0933654912376936;0.565887726449184;0.471512188594481;NA;NA;NA;NA;0.0895744052965178;0.654412337021713;0.495720882290175;0.000261574960509122;-7.93;NA;NA;NA;NA;-7.8389;2.73377806387288;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"2:2";0;133;0.00737614000183533;0.961773427438226;0.508610346153457;0.0106924390849233;0.963782524055993;0.41289562212318;0.00382079173131964;-0.196994206915315;0.32863763005139;0.703480967041899;9.45994106597945e-07;-8.19;0.630571973976173;1.15345604652215;NA;NA;-8.0561;2.99933272143478;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"2:2";240;132;0.0373436565442993;0.807588234443233;0.494327865346142;0.0986298754424109;0.677412758527777;0.371818232104828;0.00857651996936943;-0.196994206915315;0.32863763005139;0.703480967041899;9.45994106597945e-07;-7.96;0.337176458692004;0.617068271783374;NA;NA;-8.3275;3.03424586840779;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"3:3";0;133;-0.228614497400491;0.138370710724134;0.67374177340661;-0.170367499796178;0.3642098869231;0.606957544729971;2.27117795586955e-07;-0.465860275673808;0.0917710840049103;0.870440265811676;8.39566279145371e-06;-8.14;2.3785787853901;4.37005244097417;NA;NA;-7.9285;2.73184601749743;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"3:3";240;132;-0.198132616459839;0.198174391355503;0.659693093527158;-0.170367499796178;0.3642098869231;0.606957544729971;2.27117795586955e-07;-0.404912065825486;0.140199566110635;0.8409204393782;1.35746836521601e-05;-7.91;2.16510281631566;3.98030850919869;NA;NA;-8.20555;3.00838722006146;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"4:4";0;133;-0.0882687178327508;0.551246213597552;0.57376439780528;0.0190295211007598;0.915934316119263;0.493086432511866;8.70655150665868e-06;NA;NA;NA;NA;-8.1;NA;NA;NA;NA;-7.8964;2.69047921979725;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"4:4";240;132;-0.0594022835224481;0.687562154287593;0.560564621279073;0.0718736606463011;0.689850597384267;0.469101467960758;1.93121834141342e-05;NA;NA;NA;NA;-7.89;NA;NA;NA;NA;-8.00705;2.82469401509163;NA;NA;NA;NA;NA;NA
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:2";0;266;0.0585335214135069;0.594071628595088;0.486228409220828;0.0925950945400656;0.595100047714157;0.392432864715741;0.000377470922515473;-0.0481701047901619;0.730001123171284;0.596098367645974;8.48140058884784e-10;-8.17;-0.151898140929367;-0.276265016917447;-11.8938;3.46004481337349;-8.18015;1.86401885962702;3.71365;3.03665069024622;-0.187881597384138;0.786905072066029;3.90153159738414;3.00570159486665
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:2";240;264;0.0662020231496287;0.548519269832465;0.482815417613221;0.13750307821791;0.429020364243541;0.370781594584054;0.000695519450333395;-0.0594985711702741;0.673306410431651;0.60237864873936;7.97334316125033e-10;-7.95;-0.268128466842717;-0.487621885211204;-11.2902;3.35648146114275;-7.97225;1.9126222987796;3.31795;3.11805542698148;-0.280901245678419;0.740950347336613;3.59885124567842;3.05053429968993
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:3";0;399;-0.0520627548707691;0.557306332835098;0.560302172206873;-0.0586789598348376;0.643109089363722;0.510300052800144;1.77747240046115e-10;-0.162197259019208;0.195442726163905;0.671385352942064;1.94620714780387e-14;-8.16;0.779440145458921;1.42295902041519;-9.80535;2.72187507005464;-8.24465;1.50686532011485;1.5607;2.27379202232834;0.770120011449593;0.650635606987998;0.790579988550407;2.20954806003913
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:3";240;396;-0.0375796268485975;0.672524314559972;0.553597302034078;-0.0331649028992772;0.793256718366881;0.498411523878256;3.82160888610028e-10;-0.154623084874811;0.219171932537033;0.668131241594606;2.80580401275225e-14;-7.94;0.666133537091584;1.21630541924348;-9.6005;3.12687953527805;-7.77535;1.71699687502459;1.82515;2.48068032034738;0.715571763819862;0.676059046845112;1.10957823618014;2.37054497120133
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:4";0;532;-0.0608382175230808;0.422171141503427;0.56363345073714;-0.0337738823652024;0.743794172786313;0.505429097821613;5.51670919581294e-15;-0.223847418464224;0.0512134284460206;0.711177091101949;2.35249279555091e-18;-8.14;0.922174385437727;1.68763986147597;-9.0487;2.535194343992;-8.09375;2.42697165094122;0.95495;0.541865378059623;0.955410878999954;0.506043645446948;-0.000460878999954344;0.0855488952966351
"[0, 6]";"[50, 100]";"[0, 3]";"all";"1";"1:4";240;528;-0.0427252904878997;0.573258586228576;0.555231581280945;0.000611627548995021;0.995273513378703;0.489559176287526;2.56951760706759e-14;-0.218708317385108;0.0576442112468903;0.709124030321428;3.18990461924979e-18;-7.92;0.785384648943039;1.43730186561222;-8.5691;2.89576578601191;-7.71975;2.80032902544572;0.84935;0.677453907275183;0.844235471930703;0.640869227928874;0.00511452806929663;0.0796331801741611
